num__income,num__monthly_premium_auto,num__months_since_last_claim,num__months_since_policy_inception,num__number_of_open_complaints,num__number_of_policies,num__total_claim_amount,num__insurance_loss_ratio,num__premium_per_policy,cat__state_arizona,cat__state_california,cat__state_nevada,cat__state_oregon,cat__state_washington,cat__response_no,cat__response_yes,cat__coverage_basic,cat__coverage_extended,cat__coverage_premium,cat__education_bachelor,cat__education_college,cat__education_doctor,cat__education_high school or below,cat__education_master,cat__employmentstatus_disabled,cat__employmentstatus_employed,cat__employmentstatus_medical leave,cat__employmentstatus_retired,cat__employmentstatus_unemployed,cat__gender_f,cat__gender_m,cat__location_code_rural,cat__location_code_suburban,cat__location_code_urban,cat__marital_status_divorced,cat__marital_status_married,cat__marital_status_single,cat__policy_type_corporate auto,cat__policy_type_personal auto,cat__policy_type_special auto,cat__renew_offer_type_offer1,cat__renew_offer_type_offer2,cat__renew_offer_type_offer3,cat__renew_offer_type_offer4,cat__sales_channel_agent,cat__sales_channel_branch,cat__sales_channel_call center,cat__sales_channel_web,cat__vehicle_class_four-door car,cat__vehicle_class_luxury car,cat__vehicle_class_luxury suv,cat__vehicle_class_sports car,cat__vehicle_class_suv,cat__vehicle_class_two-door car,cat__vehicle_size_large,cat__vehicle_size_medsize,cat__vehicle_size_small,cat__coverage_education_basic_bachelor,cat__coverage_education_basic_college,cat__coverage_education_basic_doctor,cat__coverage_education_basic_high school or below,cat__coverage_education_basic_master,cat__coverage_education_extended_bachelor,cat__coverage_education_extended_college,cat__coverage_education_extended_doctor,cat__coverage_education_extended_high school or below,cat__coverage_education_extended_master,cat__coverage_education_premium_bachelor,cat__coverage_education_premium_college,cat__coverage_education_premium_doctor,cat__coverage_education_premium_high school or below,cat__coverage_education_premium_master,cat__tenure_category_established,cat__tenure_category_loyal,cat__tenure_category_new,cat__tenure_category_unknown,cat__tenure_category_veteran,remainder__complaint_flag
0.4513465603245665,-0.9390284311439577,1.278496057004233,-0.5704001041230786,0.6802181674343095,2.504110777046039,-0.7311399512421113,-0.4273919284765718,-1.3213630862056323,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-1.2427137829561037,-0.4199533292903492,1.4764464249262972,-0.8205985873086933,-0.41699025407617607,-0.828167031709271,0.45007056173994137,1.138161477981746,0.4551247761141578,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.4434901052621136,-0.5641408575830182,-0.7999828061774396,0.6805923118049952,-0.41699025407617607,-0.828167031709271,-0.28020550348475093,0.07878206924775316,0.32215412773692803,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.150911601191291,-0.8525159141683564,-1.2948587259825997,0.6448496713499074,-0.41699025407617607,2.504110777046039,-0.5624358551109894,-0.16280776068249755,-1.3054066084003648,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.5703587379682284,-0.7948409028512887,-1.1958835420215677,1.359702480451664,-0.41699025407617607,-0.828167031709271,-0.15449157637558555,0.5760315111493549,0.10940109033336033,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.045718080662923155,0.6758718857339355,1.080545689082169,0.716334952260083,-0.41699025407617607,0.004902420479556518,0.42545451459753625,0.08918934914735777,-0.09005488223248435,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.8984454675981955,0.07028426690472556,-1.1958835420215677,1.1095039972660492,-0.41699025407617607,-0.4116323056148572,-0.11245501934434393,-0.17482301390048668,0.05621283098246842,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.2427137829561037,0.35865932349006363,0.2887442173939127,0.6091070308948197,-0.41699025407617607,1.6710413248572114,0.3170117463489614,0.1752427561720072,-0.9410670318467551,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.818370613517486,1.6275095724655513,1.179520873043201,-1.7141645986858889,1.777426588944795,-0.828167031709271,0.967007551730454,0.09315639331053663,2.343307983070821,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-1.2427137829561037,-0.3911158236318154,-0.20613170241124742,0.32316590725411704,0.6802181674343095,0.42143714657397024,1.0666159967381177,2.0924848860590215,-0.7947993186318023,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.8260047126561726,-0.4776283406074168,1.179520873043201,1.3239598399965762,0.6802181674343095,0.837971872668384,-0.33851526431205725,-0.10007614433013359,-0.9632288065762933,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
-1.2427137829561037,0.5316843574412665,0.1897690334328807,-0.677628025488342,-0.41699025407617607,1.6710413248572114,1.2624001174393182,1.1498901493699412,-0.9011758373335861,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
